Brand,Model,CC,Type,Province,Distance,Condition,Price,Age
Honda,Wave 110i,150,Underbone,Kalasin,12890,Good,31500.0,12
Suzuki,J Crossover,125,Underbone,Chachoengsao,39891,Bad,22200.0,5
Honda,PCX 160,300,Scooter,Phitsanulok,2136,Fair,36000.0,3
Yamaha,Fin 115i,155,Underbone,Phrae,23978,Good,36600.0,0
Honda,Wave 125,160,Underbone,Khon Kaen,41941,Bad,27600.0,15
Honda,Dream 110,110,Underbone,Loei,31242,Good,31100.0,1
Yamaha,Spark 110i,2500,Underbone,Rayong,15897,Fair,1.0,8
Yamaha,MT-15,155,Sport,Samut Songkhram,12593,Bad,30600.0,9
Vespa,GTS,125,Scooter,Sukhothai,16347,Good,66200.0,9
Honda,Sonic 125,150,Underbone,Narathiwat,46906,Broken,25500.0,2
Vespa,GTS,150,Scooter,Nakhon Nayok,34589,Excellent,69500.0,0
Honda,Sonic 125,150,Underbone,Suphan Buri,43763,Excellent,34500.0,6
Honda,CBR 150R,155,Sport,Samut Prakan,48652,Fair,27600.0,2
Yamaha,Fin 115i,160,Underbone,Surin,3775,Bad,32600.0,11
Yamaha,YZF-R15,160,Sport,Amnat Charoen,36244,Good,34600.0,5
Vespa,Primavera,155,Scooter,Nakhon Ratchasima,16705,Excellent,69600.0,0
Yamaha,Spark 110i,160,Underbone,Phayao,32698,Broken,30600.0,5
Yamaha,NMax 155,155,Scooter,Phrae,14279,Broken,35600.0,15
Suzuki,Smash,155,Underbone,Pattaya,6985,Broken,20600.0,0
Lambretta,Lambretta X,110,Scooter,Nakhon Pathom,8054,Bad,57100.0,3
Yamaha,GT 125,160,Scooter,Samut Prakan,47578,Good,41600.0,6
Yamaha,YZF-R15,110,Sport,Phetchabun,38808,Good,34100.0,10
Lambretta,Lambretta X,160,Scooter,Pattani,24980,Fair,59600.0,8
Honda,Click 160,150,Scooter,Trang,11005,Excellent,39500.0,3
Yamaha,Fin 115i,110,Underbone,Sakon Nakhon,18135,Excellent,39100.0,15
Yamaha,YZF-R15,125,Sport,Chiang Rai,42326,Good,34200.0,2
Vespa,Sprints,110,Scooter,Nakhon Pathom,357,Excellent,69100.0,2
Yamaha,YZF-R15,155,Sport,Chiang Rai,6161,Bad,30600.0,0
Honda,Sonic 125,160,Underbone,Chiang Mai,13271,Broken,25600.0,3
Honda,Sonic 125,110,Underbone,Nakhon Nayok,4498,Good,31100.0,13
Lambretta,Lambretta V,155,Scooter,Phichit,10397,Bad,57600.0,6
Yamaha,Fin 115i,155,Underbone,Pattani,49388,Good,36600.0,7
Suzuki,J Crossover,150,Underbone,Pathum Thani,43585,Excellent,29500.0,2
Honda,Click 160,300,Scooter,Yasothon,15241,Good,38000.0,12
,GSX R150,300,Sport,Phuket,16418,,,1
Yamaha,YZF-R15,155,Sport,Surin,24649,Good,34600.0,12
Suzuki,J Crossover,300,Underbone,Ayutthaya,12101,Broken,22000.0,1
Yamaha,XSR155,300,Sport,Buri Ram,20808,Broken,30000.0,2
Yamaha,NMax 155,155,Scooter,Samut Songkhram,38623,Bad,37600.0,5
Honda,PCX 160,125,Scooter,Pathum Thani,39846,Bad,32200.0,5
Yamaha,Spark 110i,160,Underbone,Lamphun,22373,Broken,30600.0,14
Honda,PCX 160,110,Scooter,Nakhon Sawan,23428,Excellent,39100.0,11
Honda,Click 160,125,Scooter,Trang,41427,Excellent,39200.0,6
Yamaha,Spark 110i,125,Underbone,Phrae,33383,Broken,30200.0,0
Yamaha,YZF-R15,150,Sport,Trang,30068,Broken,28500.0,11
Honda,Wave 110i,125,Underbone,Loei,39974,Broken,25200.0,7
Honda,Wave 125,300,Underbone,Mahasarakham,34595,Fair,31000.0,6
Yamaha,NMax 155,300,Scooter,Ranong,37805,Good,43000.0,8
Yamaha,YZF-R15,110,Sport,Samut Prakan,31995,Good,34100.0,10
Yamaha,GT 125,150,Scooter,Singburi,15979,Broken,35500.0,11
Suzuki,GSX R150,300,Sport,Surin,15137,Broken,20000.0,7
Yamaha,Spark 110i,110,Underbone,Pattaya,41841,Bad,32100.0,6
Yamaha,MT-15,300,Sport,Phichit,5767,Bad,32000.0,0
Yamaha,MT-15,300,Sport,Phrae,37344,Good,36000.0,10
Yamaha,MT-15,160,Sport,Yasothon,32875,Good,34600.0,8
Honda,Wave 110i,160,Underbone,Kamphaeng Phet,33247,Excellent,34600.0,2
,Click 160,155,Scooter,Phuket,23214,,,14
Suzuki,J Crossover,110,Underbone,Sukhothai,20611,Good,26100.0,3
Yamaha,XSR155,160,Sport,Ubon Ratchathani,34966,Good,34600.0,15
Yamaha,XSR155,160,Sport,Tak,26469,Excellent,37600.0,8
Suzuki,J Crossover,160,Underbone,Trat,15889,Fair,24600.0,4
Honda,PCX 160,155,Scooter,Roi Et,37147,Excellent,39600.0,9
Yamaha,YZF-R15,300,Sport,Prachinburi,44686,Bad,32000.0,13
Yamaha,YZF-R15,110,Sport,Saraburi,19670,Bad,30100.0,11
Lambretta,Lambretta V,155,Scooter,Buri Ram,35943,Bad,57600.0,10
Honda,Wave 110i,155,Underbone,Chanthaburi,1154,Good,31600.0,4
,GSX R150,125,Sport,Sakon Nakhon,44117,,,15
Yamaha,GT 125,125,Scooter,Sa Kaeo,14514,Excellent,44200.0,2
Honda,Dream 110,125,Underbone,Phang Nga,24233,Fair,29200.0,6
Honda,Dream 110,110,Underbone,Phrae,31587,Excellent,34100.0,8
Lambretta,Lambretta V,125,Scooter,Phichit,35310,Broken,55200.0,8
Honda,PCX 160,300,Scooter,Sukhothai,9027,Fair,36000.0,1
Yamaha,Fin 115i,1000,Underbone,Prachuap Khiri Khan,22721,Good,1.0,7
Suzuki,GSX R150,150,Sport,Singburi,43972,Excellent,27500.0,11
Suzuki,J Crossover,155,Underbone,Nonthaburi,24763,Bad,22600.0,3
Honda,Sonic 125,155,Underbone,Nakhon Sawan,43218,Excellent,34600.0,4
,Sonic 125,150,Underbone,Nakhon Phanom,27653,,,11
Suzuki,GSX R150,155,Sport,Phayao,46384,Fair,22600.0,5
Yamaha,MT-15,150,Sport,Sisaket,37305,Excellent,37500.0,1
Vespa,Sprints,110,Scooter,Rayong,8700,Bad,62100.0,5
Honda,CBR 150R,110,Sport,Lamphun,8394,Broken,23100.0,15
Honda,Click 160,160,Scooter,Trang,1507,Good,36600.0,11
Yamaha,Fin 115i,300,Underbone,Surin,26139,Broken,32000.0,4
Yamaha,MT-15,160,Sport,Surat Thani,29727,Excellent,37600.0,14
Yamaha,Spark 110i,125,Underbone,Trang,20813,Good,36200.0,5
Yamaha,Spark 110i,155,Underbone,Chiang Rai,14180,Excellent,39600.0,10
Suzuki,GSX R150,155,Sport,Sa Kaeo,4339,Good,24600.0,10
Lambretta,Lambretta X,125,Scooter,Nan,37323,Bad,57200.0,9
Yamaha,YZF-R15,125,Sport,Suphan Buri,47032,Excellent,37200.0,14
Yamaha,Fin 115i,150,Underbone,Amnat Charoen,10423,Excellent,39500.0,7
Honda,Click 160,150,Scooter,Nan,5843,Bad,32500.0,9
Yamaha,MT-15,150,Sport,Rayong,42886,Excellent,37500.0,12
Honda,CBR 300R,125,Sport,Singburi,30003,Fair,27200.0,12
,Fin 115i,110,Underbone,Phayao,23830,,,14
Yamaha,MT-15,300,Sport,Kamphaeng Phet,37445,Excellent,39000.0,9
Yamaha,XSR155,125,Sport,Buri Ram,9704,Bad,30200.0,1
Lambretta,Lambretta X,110,Scooter,Phrae,19528,Excellent,64100.0,10
Vespa,Sprints,160,Scooter,Chiang Mai,24143,Excellent,69600.0,1
Yamaha,GT 125,125,Scooter,Surin,1869,Bad,37200.0,9
Lambretta,Lambretta X,110,Scooter,Phrae,15127,Good,61100.0,12
Lambretta,Lambretta X,125,Scooter,Chachoengsao,32468,Good,61200.0,9
Honda,CBR 300R,110,Sport,Mae Hong Son,10355,Good,29100.0,13
Yamaha,XSR155,150,Sport,Phrae,7681,Bad,30500.0,14
Honda,Click 160,155,Scooter,Prachinburi,38612,Excellent,39600.0,10
Honda,Wave 110i,110,Underbone,Surat Thani,40545,Bad,27100.0,5
Yamaha,Fin 115i,155,Underbone,Nakhon Nayok,17921,Bad,32600.0,14
Yamaha,Spark 110i,160,Underbone,Lopburi,33250,Broken,30600.0,8
Honda,Wave 110i,125,Underbone,Nakhon Phanom,11146,Excellent,34200.0,8
Yamaha,Fin 115i,300,Underbone,Tak,16137,Good,38000.0,7
Honda,PCX 160,150,Scooter,Loei,35992,Excellent,39500.0,2
Yamaha,NMax 155,160,Scooter,Phrae,47872,Broken,35600.0,5
Yamaha,NMax 155,300,Scooter,Phetchaburi,42145,Broken,37000.0,13
Suzuki,GSX R150,110,Sport,Udon Thani,8807,Broken,18100.0,9
Honda,Wave 125,160,Underbone,Tak,3567,Fair,29600.0,13
Suzuki,Raider 150,155,Sport,Saraburi,37188,Broken,18600.0,14
,J Crossover,150,Underbone,Nan,41484,,,10
Honda,CBR 150R,155,Sport,Samut Songkhram,41655,Fair,27600.0,8
Honda,Dream 110,110,Underbone,Nakhon Si Thammarat,38206,Excellent,34100.0,8
Yamaha,MT-15,110,Sport,Phetchaburi,19479,Fair,32100.0,2
Yamaha,XSR155,155,Sport,Samut Sakhon,42234,Fair,32600.0,13
Yamaha,Fin 115i,125,Underbone,Samut Sakhon,585,Bad,32200.0,3
Suzuki,J Crossover,160,Underbone,Chai Nat,14851,Bad,22600.0,2
Lambretta,Lambretta V,125,Scooter,Phetchaburi,42514,Fair,59200.0,15
Yamaha,MT-15,155,Sport,Chachoengsao,39463,Good,34600.0,10
Honda,Wave 110i,160,Underbone,Nakhon Si Thammarat,2675,Excellent,34600.0,10
Vespa,Sprints,160,Scooter,Surin,16380,Good,66600.0,4
Suzuki,Smash,150,Underbone,Phatthalung,18402,Broken,20500.0,1
Honda,Wave 110i,160,Underbone,Ubon Ratchathani,46446,Excellent,34600.0,11
,XSR155,110,Sport,Chiang Mai,47758,,,11
Yamaha,XSR155,155,Sport,Songkhla,31926,Excellent,37600.0,2
Yamaha,Spark 110i,160,Underbone,Ayutthaya,10249,Fair,34600.0,14
Honda,CBR 150R,300,Sport,Samut Sakhon,29683,Excellent,34000.0,8
Honda,Click 125,155,Scooter,Uthai Thani,6487,Broken,30600.0,15
Lambretta,Lambretta V,300,Scooter,Sakon Nakhon,36831,Fair,61000.0,1
Yamaha,MT-15,155,Sport,Phuket,8130,Bad,30600.0,4
Yamaha,Fin 115i,160,Underbone,Ubon Ratchathani,33635,Fair,34600.0,7
Yamaha,NMax 155,110,Scooter,Prachinburi,32354,Good,41100.0,15
Honda,Dream 110,160,Underbone,Pattaya,47533,Bad,27600.0,12
Vespa,GTS,160,Scooter,Udon Thani,28239,Bad,62600.0,7
Suzuki,J Crossover,125,Underbone,Nakhon Phanom,25393,Good,26200.0,2
Suzuki,Smash,160,Underbone,Buri Ram,29339,Bad,22600.0,8
Suzuki,Raider 150,110,Sport,Kanchanaburi,24104,Good,24100.0,15
Honda,Dream 110,125,Underbone,Chai Nat,16668,Excellent,34200.0,11
Yamaha,MT-15,300,Sport,Trang,20488,Broken,30000.0,13
Suzuki,Raider 150,160,Sport,Trang,16112,Bad,20600.0,1
Vespa,Primavera,300,Scooter,Mahasarakham,8124,Good,68000.0,12
Suzuki,Raider 150,155,Sport,Chaiyaphum,15648,Excellent,27600.0,7
Honda,CBR 150R,155,Sport,Roi Et,45348,Excellent,32600.0,12
Yamaha,YZF-R15,150,Sport,Kalasin,37204,Broken,28500.0,15
Lambretta,Lambretta X,150,Scooter,Ang Thong,15380,Good,61500.0,12
Yamaha,GT 125,125,Scooter,Trang,17693,Broken,35200.0,13
Yamaha,Fin 115i,160,Underbone,Roi Et,1280,Broken,30600.0,0
Suzuki,Raider 150,150,Sport,Phang Nga,31065,Fair,22500.0,6
Suzuki,Smash,150,Underbone,Phang Nga,26406,Broken,20500.0,3
Yamaha,Fin 115i,125,Underbone,Nan,38524,Excellent,39200.0,11
Honda,Click 125,150,Scooter,Nonthaburi,49299,Fair,34500.0,9
Honda,Click 125,150,Scooter,Phrae,32216,Fair,34500.0,6
Yamaha,XSR155,125,Sport,Nakhon Ratchasima,48177,Good,34200.0,4
Suzuki,Smash,155,Underbone,Nong Bua Lamphu,28077,Fair,24600.0,9
Yamaha,XSR155,125,Sport,Uthai Thani,22992,Excellent,37200.0,4
Suzuki,Raider 150,155,Sport,Nakhon Ratchasima,47221,Good,24600.0,9
Yamaha,YZF-R15,300,Sport,Pattani,32781,Good,36000.0,8
Honda,PCX 160,300,Scooter,Uthai Thani,9385,Excellent,41000.0,9
Vespa,GTS,125,Scooter,Trang,45,Bad,62200.0,7
Suzuki,GSX R150,110,Sport,Sa Kaeo,34505,Excellent,27100.0,5
Yamaha,XSR155,150,Sport,Khon Kaen,20400,Excellent,37500.0,12
Honda,CBR 300R,125,Sport,Uthai Thani,8522,Bad,25200.0,5
,Lambretta V,110,Scooter,Udon Thani,44272,,,4
Honda,Sonic 125,160,Underbone,Samut Sakhon,35746,Fair,29600.0,2
Vespa,GTS,155,Scooter,Ang Thong,19681,Bad,62600.0,15
Honda,Wave 125,150,Underbone,Nakhon Phanom,20787,Good,31500.0,9
Honda,Click 160,110,Scooter,Surin,9754,Excellent,39100.0,2
Suzuki,Smash,160,Underbone,Chiang Rai,29851,Good,26600.0,15
Suzuki,GSX R150,125,Sport,Phang Nga,18427,Excellent,27200.0,15
Honda,Wave 125,160,Underbone,Phatthalung,24035,Fair,29600.0,10
Vespa,Primavera,110,Scooter,Nonthaburi,26461,Fair,64100.0,1
Suzuki,J Crossover,150,Underbone,Ubon Ratchathani,30937,Good,26500.0,8
Yamaha,GT 125,160,Scooter,Sisaket,17369,Broken,35600.0,15
Vespa,GTS,155,Scooter,Mae Hong Son,32764,Broken,60600.0,1
Honda,Wave 125,150,Underbone,Nakhon Nayok,20825,Broken,25500.0,2
Vespa,GTS,160,Scooter,Phichit,33046,Broken,60600.0,10
Yamaha,Spark 110i,125,Underbone,Nakhon Si Thammarat,32973,Bad,32200.0,14
Yamaha,XSR155,155,Sport,Kalasin,3148,Excellent,37600.0,4
Suzuki,Raider 150,110,Sport,Nakhon Nayok,37506,Broken,18100.0,2
Lambretta,Lambretta V,110,Scooter,Mukdahan,27738,Bad,57100.0,7
Honda,Sonic 125,110,Underbone,Phuket,32903,Good,31100.0,11
,Click 125,160,Scooter,Surin,14781,,,0
Yamaha,GT 125,160,Scooter,Phitsanulok,30102,Good,41600.0,6
Honda,PCX 160,160,Scooter,Bangkok,33520,Bad,32600.0,7
Yamaha,XSR155,160,Sport,Surin,20005,Excellent,37600.0,7
Honda,Wave 125,160,Underbone,Lampang,44113,Good,31600.0,9
Yamaha,Fin 115i,125,Underbone,Amnat Charoen,22940,Fair,34200.0,2
Yamaha,NMax 155,110,Scooter,Trang,38203,Good,41100.0,8
Honda,CBR 300R,150,Sport,Yala,44552,Good,29500.0,4
Honda,Wave 110i,155,Underbone,Satun,28782,Good,31600.0,14
Honda,Wave 125,155,Underbone,Chiang Rai,6712,Fair,29600.0,13
Honda,Wave 125,150,Underbone,Phayao,12898,Excellent,34500.0,5
Suzuki,Raider 150,125,Sport,Ranong,44454,Broken,18200.0,0
Yamaha,Spark 110i,300,Underbone,Nakhon Sawan,25927,Good,38000.0,5
Suzuki,J Crossover,160,Underbone,Nan,26975,Broken,20600.0,5
Suzuki,GSX R150,150,Sport,Nong Bua Lamphu,9700,Excellent,27500.0,11
Honda,Click 160,150,Scooter,Sakon Nakhon,21063,Broken,30500.0,12
Honda,Click 160,150,Scooter,Yasothon,12777,Fair,34500.0,8
Suzuki,GSX R150,300,Sport,Phetchaburi,48698,Good,26000.0,11
Honda,Sonic 125,300,Underbone,Chachoengsao,32240,Excellent,36000.0,10
Lambretta,Lambretta V,160,Scooter,Phayao,23641,Excellent,64600.0,3
Lambretta,Lambretta X,150,Scooter,Pattani,14750,Excellent,64500.0,6
Suzuki,Smash,110,Underbone,Phetchaburi,11502,Excellent,29100.0,1
Yamaha,NMax 155,300,Scooter,Nakhon Si Thammarat,18781,Good,43000.0,12
Yamaha,GT 125,300,Scooter,Phrae,31701,Fair,41000.0,9
Honda,Click 160,300,Scooter,Mae Hong Son,40740,Fair,36000.0,12
Honda,PCX 160,110,Scooter,Lamphun,48443,Bad,32100.0,2
Honda,CBR 150R,300,Sport,Mahasarakham,33579,Good,31000.0,15
Honda,CBR 300R,125,Sport,Uthai Thani,30510,Good,29200.0,8
Yamaha,XSR155,300,Sport,Sukhothai,12661,Good,36000.0,7
Honda,CBR 300R,125,Sport,Phang Nga,46205,Broken,23200.0,2
Honda,CBR 150R,110,Sport,Singburi,11735,Fair,27100.0,7
Vespa,Sprints,150,Scooter,Bangkok,25472,Excellent,69500.0,7
Honda,CBR 300R,150,Sport,Chaiyaphum,36652,Fair,27500.0,13
Yamaha,Fin 115i,155,Underbone,Samut Sakhon,32054,Broken,30600.0,13
Honda,Wave 110i,150,Underbone,Loei,7309,Excellent,34500.0,7
Lambretta,Lambretta V,155,Scooter,Buri Ram,45304,Broken,55600.0,11
Honda,CBR 300R,155,Sport,Mukdahan,19067,Fair,27600.0,15
Honda,Dream 110,150,Underbone,Lampang,37444,Excellent,34500.0,4
Lambretta,Lambretta X,155,Scooter,Nakhon Sawan,18215,Broken,55600.0,3
Suzuki,Smash,150,Underbone,Phitsanulok,47200,Bad,22500.0,2
Suzuki,Smash,125,Underbone,Buri Ram,39642,Broken,20200.0,10
Suzuki,GSX R150,300,Sport,Phitsanulok,5084,Broken,20000.0,9
Yamaha,Spark 110i,160,Underbone,Pattani,32855,Good,36600.0,10
Vespa,Primavera,125,Scooter,Chai Nat,1210,Excellent,69200.0,5
Suzuki,Raider 150,300,Sport,Nan,15978,Good,26000.0,0
Yamaha,GT 125,160,Scooter,Chanthaburi,4374,Bad,37600.0,10
Yamaha,Fin 115i,150,Underbone,Phayao,15330,Good,36500.0,1
Vespa,Sprints,150,Scooter,Lopburi,26394,Broken,60500.0,13
Honda,Click 160,160,Scooter,Phrae,33073,Excellent,39600.0,14
Suzuki,Smash,150,Underbone,Sukhothai,1378,Good,26500.0,12
Honda,Sonic 125,160,Underbone,Pattaya,30357,Good,31600.0,4
Yamaha,YZF-R15,300,Sport,Prachinburi,2254,Broken,30000.0,4
Yamaha,Fin 115i,110,Underbone,Phrae,36630,Fair,34100.0,4
Yamaha,NMax 155,125,Scooter,Sa Kaeo,37094,Good,41200.0,2
Yamaha,MT-15,300,Sport,Amnat Charoen,30605,Fair,34000.0,11
Honda,Wave 110i,300,Underbone,Kalasin,48285,Broken,27000.0,7
Yamaha,MT-15,150,Sport,Phayao,28835,Broken,28500.0,10
Yamaha,Spark 110i,125,Underbone,Surat Thani,653,Good,36200.0,14
Yamaha,XSR155,150,Sport,Pattani,47350,Excellent,37500.0,2
Yamaha,Spark 110i,150,Underbone,Suphan Buri,46972,Fair,34500.0,10
Honda,Sonic 125,160,Underbone,Nong Khai,45992,Excellent,34600.0,6
Yamaha,GT 125,155,Scooter,Phayao,41138,Broken,35600.0,9
Yamaha,Spark 110i,300,Underbone,Nan,1464,Fair,36000.0,1
Vespa,Primavera,300,Scooter,Nakhon Nayok,26715,Good,68000.0,0
Yamaha,YZF-R15,150,Sport,Nan,41254,Good,34500.0,5
Yamaha,NMax 155,160,Scooter,Surin,15643,Excellent,44600.0,15
Yamaha,MT-15,150,Sport,Yasothon,49555,Fair,32500.0,9
Yamaha,Fin 115i,110,Underbone,Surat Thani,13937,Broken,30100.0,2
Yamaha,YZF-R15,300,Sport,Buri Ram,36798,Fair,34000.0,2
Vespa,Sprints,150,Scooter,Chachoengsao,38522,Bad,62500.0,3
Yamaha,MT-15,110,Sport,Ayutthaya,12417,Broken,28100.0,1
Yamaha,NMax 155,110,Scooter,Satun,49517,Broken,35100.0,11
Yamaha,NMax 155,125,Scooter,Lampang,15307,Fair,39200.0,7
Yamaha,NMax 155,110,Scooter,Buri Ram,41282,Excellent,44100.0,8
Suzuki,Smash,300,Underbone,Ratchaburi,18919,Good,28000.0,5
,Dream 110,150,Underbone,Sa Kaeo,30898,,,14
Honda,Click 125,110,Scooter,Sakon Nakhon,3006,Fair,34100.0,0
Yamaha,YZF-R15,125,Sport,Chai Nat,17152,Fair,32200.0,0
Honda,Click 160,155,Scooter,Sisaket,9044,Broken,30600.0,5
Yamaha,NMax 155,155,Scooter,Prachinburi,47539,Excellent,44600.0,5
Honda,Wave 125,110,Underbone,Chiang Rai,3764,Bad,27100.0,6
Honda,Click 125,110,Scooter,Ubon Ratchathani,43745,Excellent,39100.0,5
Honda,CBR 150R,125,Sport,Narathiwat,18203,Bad,25200.0,3
Vespa,GTS,155,Scooter,Nong Khai,14472,Broken,60600.0,15
Honda,Click 125,110,Scooter,Chiang Mai,20317,Broken,30100.0,8
Lambretta,Lambretta X,160,Scooter,Tak,34023,Good,61600.0,0
Yamaha,MT-15,150,Sport,Surat Thani,39179,Broken,28500.0,2
Lambretta,Lambretta V,125,Scooter,Kalasin,48718,Good,61200.0,0
Honda,Click 160,300,Scooter,Chanthaburi,3773,Broken,32000.0,15
Yamaha,Spark 110i,155,Underbone,Phetchabun,37595,Fair,34600.0,11
Yamaha,MT-15,160,Sport,Nakhon Ratchasima,24587,Good,34600.0,14
Honda,Click 160,300,Scooter,Singburi,32918,Broken,32000.0,0
Lambretta,Lambretta X,110,Scooter,Phang Nga,25037,Fair,59100.0,8
Lambretta,Lambretta V,150,Scooter,Phrae,15906,Bad,57500.0,15
Honda,CBR 300R,160,Sport,Pathum Thani,25120,Bad,25600.0,10
Yamaha,MT-15,160,Sport,Songkhla,6568,Broken,28600.0,1
Vespa,GTS,150,Scooter,Lamphun,35118,Excellent,69500.0,13
Yamaha,GT 125,150,Scooter,Samut Sakhon,40537,Good,41500.0,1
Honda,CBR 150R,125,Sport,Nakhon Ratchasima,24449,Good,29200.0,5
Yamaha,Spark 110i,125,Underbone,Kamphaeng Phet,48969,Bad,32200.0,4
Suzuki,Smash,155,Underbone,Yasothon,17426,Good,26600.0,2
Yamaha,MT-15,150,Sport,Phrae,26982,Fair,32500.0,4
Yamaha,Spark 110i,300,Underbone,Chiang Rai,43422,Broken,32000.0,9
Lambretta,Lambretta X,150,Scooter,Suphan Buri,45748,Broken,55500.0,5
Lambretta,Lambretta X,150,Scooter,Tak,31219,Broken,55500.0,8
Yamaha,Fin 115i,160,Underbone,Sisaket,5795,Bad,32600.0,0
Yamaha,GT 125,160,Scooter,Phrae,29776,Excellent,44600.0,7
Honda,CBR 150R,125,Sport,Phuket,7670,Excellent,32200.0,3
Honda,PCX 160,300,Scooter,Nakhon Si Thammarat,16501,Excellent,41000.0,8
Honda,CBR 150R,155,Sport,Singburi,3379,Bad,25600.0,3
Honda,Wave 125,125,Underbone,Nakhon Nayok,24780,Bad,27200.0,7
Honda,CBR 300R,110,Sport,Ayutthaya,32960,Excellent,32100.0,5
Honda,Click 125,110,Scooter,Lampang,28911,Bad,32100.0,5
Yamaha,YZF-R15,160,Sport,Chiang Rai,37860,Fair,32600.0,0
Honda,Wave 125,150,Underbone,Narathiwat,4217,Bad,27500.0,11
Lambretta,Lambretta V,110,Scooter,Narathiwat,47718,Broken,55100.0,10
Suzuki,Raider 150,110,Sport,Nakhon Ratchasima,39933,Bad,20100.0,4
Yamaha,GT 125,300,Scooter,Chachoengsao,16486,Good,43000.0,0
Vespa,Sprints,300,Scooter,Prachinburi,1608,Good,68000.0,10
Yamaha,MT-15,110,Sport,Chonburi,44272,Broken,28100.0,6
Lambretta,Lambretta V,155,Scooter,Mae Hong Son,36407,Good,61600.0,7
Vespa,GTS,160,Scooter,Chanthaburi,46457,Good,66600.0,6
Suzuki,Raider 150,155,Sport,Pattaya,42674,Bad,20600.0,12
Honda,Wave 125,300,Underbone,Samut Songkhram,36764,Fair,31000.0,12
Yamaha,Spark 110i,110,Underbone,Prachuap Khiri Khan,29770,Broken,30100.0,0
Honda,CBR 300R,110,Sport,Trat,25396,Good,29100.0,15
Honda,Click 125,160,Scooter,Lamphun,2633,Fair,34600.0,11
Lambretta,Lambretta V,160,Scooter,Suphan Buri,24923,Excellent,64600.0,7
Suzuki,Raider 150,160,Sport,Nakhon Nayok,47046,Good,24600.0,9
Vespa,GTS,150,Scooter,Udon Thani,23673,Excellent,69500.0,9
Honda,CBR 300R,300,Sport,Phichit,24566,Broken,25000.0,1
Suzuki,GSX R150,160,Sport,Chai Nat,7740,Good,24600.0,0
Yamaha,GT 125,125,Scooter,Ayutthaya,30039,Bad,37200.0,5
,MT-15,110,Sport,Ratchaburi,35200,,,10
Honda,CBR 300R,125,Sport,Surat Thani,37820,Excellent,32200.0,14
,Lambretta V,160,Scooter,Kamphaeng Phet,24102,,,4
Honda,Wave 110i,150,Underbone,Samut Songkhram,2442,Broken,25500.0,2
Suzuki,Smash,155,Underbone,Nakhon Nayok,33252,Bad,22600.0,6
,Lambretta V,155,Scooter,Chanthaburi,33742,,,3
Suzuki,Raider 150,160,Sport,Buri Ram,41392,Bad,20600.0,9
Honda,Wave 125,300,Underbone,Phichit,2098,Fair,31000.0,7
Lambretta,Lambretta X,125,Scooter,Tak,13850,Fair,59200.0,13
Honda,PCX 160,300,Scooter,Phayao,36985,Broken,32000.0,15
Yamaha,NMax 155,125,Scooter,Phayao,19816,Fair,39200.0,5
Suzuki,Raider 150,110,Sport,Sukhothai,30977,Excellent,27100.0,12
Yamaha,Spark 110i,150,Underbone,Nan,8438,Broken,30500.0,12
Suzuki,J Crossover,150,Underbone,Lamphun,30155,Good,26500.0,12
Suzuki,GSX R150,155,Sport,Nong Khai,27955,Fair,22600.0,14
Honda,Click 125,125,Scooter,Roi Et,34217,Good,36200.0,4
Lambretta,Lambretta V,110,Scooter,Samut Prakan,42617,Bad,57100.0,3
Honda,CBR 150R,300,Sport,Pattani,37496,Excellent,34000.0,14
Honda,Sonic 125,155,Underbone,Samut Songkhram,32877,Bad,27600.0,14
Honda,Sonic 125,150,Underbone,Mae Hong Son,9210,Fair,29500.0,11
Yamaha,GT 125,300,Scooter,Prachinburi,485,Broken,37000.0,15
Honda,Wave 110i,125,Underbone,Udon Thani,9248,Bad,27200.0,2
Honda,PCX 160,150,Scooter,Surin,45158,Good,36500.0,9
Suzuki,Smash,160,Underbone,Ubon Ratchathani,17140,Bad,22600.0,12
Honda,Click 160,125,Scooter,Phatthalung,1361,Broken,30200.0,3
Honda,CBR 300R,150,Sport,Bangkok,21300,Fair,27500.0,2
Yamaha,GT 125,150,Scooter,Mukdahan,13304,Broken,35500.0,3
Suzuki,Raider 150,300,Sport,Chiang Mai,33523,Broken,20000.0,11
Lambretta,Lambretta X,300,Scooter,Udon Thani,19048,Excellent,66000.0,4
Yamaha,XSR155,300,Sport,Saraburi,14976,Broken,30000.0,8
Vespa,Primavera,125,Scooter,Phayao,7640,Good,66200.0,5
Lambretta,Lambretta X,125,Scooter,Uthai Thani,25988,Excellent,64200.0,9
Lambretta,Lambretta X,155,Scooter,Buri Ram,19694,Bad,57600.0,7
Yamaha,YZF-R15,110,Sport,Nakhon Sawan,22532,Bad,30100.0,5
Yamaha,Fin 115i,150,Underbone,Rayong,16128,Good,36500.0,11
Yamaha,Spark 110i,110,Underbone,Chiang Rai,11748,Bad,32100.0,9
Yamaha,Spark 110i,125,Underbone,Satun,3085,Fair,34200.0,9
Yamaha,YZF-R15,125,Sport,Phetchaburi,22932,Fair,32200.0,4
Suzuki,Smash,150,Underbone,Phetchabun,5567,Bad,22500.0,7
Yamaha,Spark 110i,300,Underbone,Sa Kaeo,14109,Good,38000.0,9
Honda,Click 160,110,Scooter,Nakhon Phanom,21810,Bad,32100.0,5
Honda,Wave 110i,160,Underbone,Bangkok,47894,Bad,27600.0,6
